fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,color,fixed_acidity^2,fixed_acidity volatile_acidity,fixed_acidity citric_acid,fixed_acidity residual_sugar,fixed_acidity chlorides,fixed_acidity free_sulfur_dioxide,fixed_acidity total_sulfur_dioxide,fixed_acidity density,fixed_acidity pH,fixed_acidity sulphates,fixed_acidity alcohol,fixed_acidity quality,volatile_acidity^2
5.5,0.62,0.33,1.7,0.037,24,118,0.98758,3.15,0.39,13.55,6,white,30.25,3.41,1.815,9.35,0.2035,132,649,5.43169,17.325,2.145,74.525,33,0.3844
10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,7,red,102.01,3.838,5.05,24.24,1.0504,60.6,131.3,10.063943,32.522,6.565,117.16,70.7,0.1444
6,0.22,0.23,5,0.045,10,122,0.99261,2.94,0.63,10,6,white,36,1.32,1.38,30,0.27,60,732,5.95566,17.64,3.78,60,36,0.0484
7.2,0.32,0.33,1.4,0.029,29,109,0.9902,3.15,0.51,12.8,7,white,51.84,2.304,2.376,10.08,0.2088,208.8,784.8,7.12944,22.68,3.672,92.16,50.4,0.1024
7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,5,white,51.84,1.008,2.52,8.64,0.2592,108,525.6,7.15536,24.912,2.808,71.28,36,0.0196
10,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8,7,red,100,4.1,4.5,62,0.71,60,140,9.9702,32.1,4.9,118,70,0.1681
6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9,7,white,42.25,0.7475,1.885,12.675,0.247,474.5,1079,6.4285,20.28,1.625,83.85,45.5,0.013225
7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,5,red,50.41,4.828,0.497,13.49,0.5325,113.6,362.1,7.077635,23.998,3.692,67.45,35.5,0.4624
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,red,51.84,4.752,0.216,16.56,0.5616,115.2,619.2,7.181496,25.416,4.104,69.84,36,0.4356
9.1,0.33,0.38,1.7,0.062,50.5,344,0.9958,3.1,0.7,9.5,5,white,82.81,3.003,3.458,15.47,0.5642,459.55,3130.4,9.06178,28.21,6.37,86.45,45.5,0.1089
7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,6,white,49,3.85,0.35,56,0.252,133,1148,6.94883,22.82,3.22,85.4,42,0.3025
4.8,0.65,0.12,1.1,0.013,4,10,0.99246,3.32,0.36,13.5,4,white,23.04,3.12,0.576,5.28,0.0624,19.2,48,4.763808,15.936,1.728,64.8,19.2,0.4225
6,0.67,0.07,1.2,0.06,9,108,0.9931,3.11,0.35,8.7,4,white,36,4.02,0.42,7.2,0.36,54,648,5.9586,18.66,2.1,52.2,24,0.4489
6.4,0.26,0.49,6.4,0.037,37,161,0.9954,3.38,0.53,9.7,6,white,40.96,1.664,3.136,40.96,0.2368,236.8,1030.4,6.37056,21.632,3.392,62.08,38.4,0.0676
7.9,0.28,0.41,2,0.044,50,152,0.9934,3.45,0.49,10.7,8,white,62.41,2.212,3.239,15.8,0.3476,395,1200.8,7.84786,27.255,3.871,84.53,63.2,0.0784
6.2,0.36,0.26,13.2,0.051,54,201,0.9976,3.25,0.46,9,5,white,38.44,2.232,1.612,81.84,0.3162,334.8,1246.2,6.18512,20.15,2.852,55.8,31,0.1296
7,0.28,0.26,1.7,0.042,34,130,0.9925,3.43,0.5,10.7,8,white,49,1.96,1.82,11.9,0.294,238,910,6.9475,24.01,3.5,74.9,56,0.0784
6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,5,white,36,1.74,1.2,75.6,0.27,270,1122,5.9832,19.98,2.52,57,30,0.0841
5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,8,red,31.36,4.76,0.28,7.84,0.252,67.2,492.8,5.55744,19.936,4.592,72.24,44.8,0.7225
8.2,0.23,0.4,7.5,0.049,12,76,0.9966,3.06,0.84,9.7,6,white,67.24,1.886,3.28,61.5,0.4018,98.4,623.2,8.17212,25.092,6.888,79.54,49.2,0.0529
7.3,0.3,0.34,2.7,0.044,34,108,0.99105,3.36,0.53,12.8,8,white,53.29,2.19,2.482,19.71,0.3212,248.2,788.4,7.234665,24.528,3.869,93.44,58.4,0.09
8.5,0.17,0.49,8.8,0.048,23,108,0.9947,2.88,0.34,10.5,4,white,72.25,1.445,4.165,74.8,0.408,195.5,918,8.45495,24.48,2.89,89.25,34,0.0289
8,0.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3,5,red,64,4.56,1.84,25.6,0.584,136,952,7.974,26.08,4.56,74.4,40,0.3249
6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6,7,white,46.24,2.176,2.04,22.44,0.1972,102,544,6.736148,22.644,4.284,85.68,47.6,0.1024
6.7,0.325,0.82,1.2,0.152,49,120,0.99312,2.99,0.38,9.2,5,white,44.89,2.1775,5.494,8.04,1.0184,328.3,804,6.653904,20.033,2.546,61.64,33.5,0.105625
6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3,7,white,36,0.6,1.44,6.6,0.246,90,390,5.9562,21.66,3.66,61.8,42,0.01
6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11,7,white,43.56,1.32,2.508,52.14,0.3432,198,957,6.56502,21.912,3.696,72.6,46.2,0.04
7,0.24,0.34,3,0.035,36,102,0.9905,3.18,0.43,12.2,6,white,49,1.68,2.38,21,0.245,252,714,6.9335,22.26,3.01,85.4,42,0.0576
6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7,white,47.61,1.035,2.001,15.87,0.2277,96.6,565.8,6.840108,21.39,4.002,77.28,48.3,0.0225
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,white,29.16,2.862,0.864,14.58,0.1944,183.6,691.2,5.338224,17.28,2.862,71.28,43.2,0.2809
8.1,0.87,0,3.3,0.096,26,61,1.00025,3.6,0.72,9.8,4,red,65.61,7.047,0,26.73,0.7776,210.6,494.1,8.102025,29.16,5.832,79.38,32.4,0.7569
7.1,0.27,0.28,1.25,0.023,3,89,0.98993,2.95,0.3,11.4,4,white,50.41,1.917,1.988,8.875,0.1633,21.3,631.9,7.028503,20.945,2.13,80.94,28.4,0.0729
9.8,0.42,0.48,9.85,0.034,5,110,0.9958,2.87,0.29,10,5,white,96.04,4.116,4.704,96.53,0.3332,49,1078,9.75884,28.126,2.842,98,49,0.1764
7.3,0.23,0.34,9.3,0.052,19,86,0.99574,3.04,0.56,10,5,white,53.29,1.679,2.482,67.89,0.3796,138.7,627.8,7.268902,22.192,4.088,73,36.5,0.0529
7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,6,white,57.76,1.824,3.344,28.88,0.2812,372.4,1109.6,7.53236,23.256,2.812,88.16,45.6,0.0576
7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6,white,51.84,0.576,3.528,9.36,0.36,129.6,1065.6,7.1604,24.912,3.168,73.44,43.2,0.0064
7.1,0.85,0.49,8.7,0.028,40,184,0.9962,3.22,0.36,10.7,5,white,50.41,6.035,3.479,61.77,0.1988,284,1306.4,7.07302,22.862,2.556,75.97,35.5,0.7225
4.9,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6,white,24.01,1.1515,1.323,57.575,0.147,166.6,578.2,4.87746,15.043,2.45,46.06,29.4,0.055225
7.3,0.23,0.27,2.6,0.035,39,120,0.99138,3.04,0.59,11.3,7,white,53.29,1.679,1.971,18.98,0.2555,284.7,876,7.237074,22.192,4.307,82.49,51.1,0.0529
6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7,white,47.61,1.587,2.622,57.27,0.3243,324.3,1117.8,6.86826,23.046,3.588,72.45,48.3,0.0529
6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2,7,white,40.96,0.96,2.56,9.6,0.2688,147.2,556.8,6.334208,19.904,2.944,78.08,44.8,0.0225
6.4,0.28,0.56,1.7,0.156,49,106,0.99354,3.1,0.37,9.2,6,white,40.96,1.792,3.584,10.88,0.9984,313.6,678.4,6.358656,19.84,2.368,58.88,38.4,0.0784
7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4,5,white,49,1.47,1.96,52.5,0.49,315,1295,6.9762,23.38,3.85,65.8,35,0.0441
6.6,0.22,0.34,11.6,0.05,59,140,0.99526,3.22,0.4,10.8,5,white,43.56,1.452,2.244,76.56,0.33,389.4,924,6.568716,21.252,2.64,71.28,33,0.0484
6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,7,white,37.21,2.196,1.647,12.81,0.2135,97.6,610,6.04937,20.74,4.331,70.15,42.7,0.1296
5.6,0.25,0.26,3.6,0.037,18,115,0.9904,3.42,0.5,12.6,6,white,31.36,1.4,1.456,20.16,0.2072,100.8,644,5.54624,19.152,2.8,70.56,33.6,0.0625
6.1,0.22,0.31,1.4,0.039,40,129,0.99193,3.45,0.59,10.9,5,white,37.21,1.342,1.891,8.54,0.2379,244,786.9,6.050773,21.045,3.599,66.49,30.5,0.0484
7.4,0.23,0.43,1.4,0.044,22,113,0.9938,3.22,0.62,10.6,6,white,54.76,1.702,3.182,10.36,0.3256,162.8,836.2,7.35412,23.828,4.588,78.44,44.4,0.0529
5.1,0.3,0.3,2.3,0.048,40,150,0.98944,3.29,0.46,12.2,6,white,26.01,1.53,1.53,11.73,0.2448,204,765,5.046144,16.779,2.346,62.22,30.6,0.09
6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4,6,white,37.21,1.891,1.586,13.42,0.3111,170.8,1018.7,6.05486,20.557,2.867,63.44,36.6,0.0961
7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,7,white,50.41,1.633,2.769,11.36,0.2272,85.2,461.5,7.02758,23.075,2.84,90.17,49.7,0.0529
6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3,6,red,37.21,3.233,0.488,11.59,0.4697,146.4,274.5,6.071208,21.96,4.148,62.83,36.6,0.2809
6,0.31,0.32,7.4,0.175,47,159,0.9952,3.19,0.5,9.4,6,white,36,1.86,1.92,44.4,1.05,282,954,5.9712,19.14,3,56.4,36,0.0961
6.5,0.24,0.29,8.2,0.043,32,156,0.99453,3.13,0.7,10.1,6,white,42.25,1.56,1.885,53.3,0.2795,208,1014,6.464445,20.345,4.55,65.65,39,0.0576
8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,5,red,64,3.12,2.4,15.2,0.592,256,672,7.97736,27.12,4.88,72,40,0.1521
6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,5,red,46.24,4.624,1.428,14.28,0.476,61.2,156.4,6.769128,22.984,4.08,70.04,34,0.4624
8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,6,red,64,5.8,1.92,22.4,0.664,80,496,7.9748,26.8,4.48,80,48,0.525625
7.2,0.33,0.34,2,0.044,61,171,0.98947,3.25,0.53,13.3,7,white,51.84,2.376,2.448,14.4,0.3168,439.2,1231.2,7.124184,23.4,3.816,95.76,50.4,0.1089
5.8,0.2,0.24,1.4,0.033,65,169,0.99043,3.59,0.56,12.3,7,white,33.64,1.16,1.392,8.12,0.1914,377,980.2,5.744494,20.822,3.248,71.34,40.6,0.04
11.5,0.35,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11,6,red,132.25,4.025,5.635,37.95,0.805,115,425.5,11.50345,38.18,10.465,126.5,69,0.1225
7.1,0.36,0.2,1.6,0.271,24,140,0.99356,3.11,0.63,9.8,5,white,50.41,2.556,1.42,11.36,1.9241,170.4,994,7.054276,22.081,4.473,69.58,35.5,0.1296
5.7,0.24,0.3,1.3,0.03,25,98,0.98968,3.37,0.43,12.4,7,white,32.49,1.368,1.71,7.41,0.171,142.5,558.6,5.641176,19.209,2.451,70.68,39.9,0.0576
5.6,0.2,0.66,10.2,0.043,78,175,0.9945,2.98,0.43,10.4,7,white,31.36,1.12,3.696,57.12,0.2408,436.8,980,5.5692,16.688,2.408,58.24,39.2,0.04
6.6,0.44,0.32,3,0.095,13,75,0.98954,3.1,0.63,12.8,6,white,43.56,2.904,2.112,19.8,0.627,85.8,495,6.530964,20.46,4.158,84.48,39.6,0.1936
7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,5,white,54.76,2.072,3.7,89.54,0.3626,355.2,902.8,7.38002,22.274,3.256,66.6,37,0.0784
6.5,0.26,0.31,3.6,0.03,36,92,0.99026,3.22,0.62,12.6,8,white,42.25,1.69,2.015,23.4,0.195,234,598,6.43669,20.93,4.03,81.9,52,0.0676
7,0.23,0.33,1,0.043,46,110,0.99118,3.04,0.65,10.8,6,white,49,1.61,2.31,7,0.301,322,770,6.93826,21.28,4.55,75.6,42,0.0529
9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,5,red,81,4.86,4.41,26.1,0.846,369,990,8.9838,27.72,5.49,82.8,45,0.2916
7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,5,white,53.29,2.044,2.555,11.68,0.3942,226.3,1080.4,7.239994,23.214,3.431,78.11,36.5,0.0784
7.4,0.26,0.31,2.4,0.043,58,178,0.9941,3.42,0.68,10.6,6,white,54.76,1.924,2.294,17.76,0.3182,429.2,1317.2,7.35634,25.308,5.032,78.44,44.4,0.0676
6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,5,white,42.25,2.47,2.21,22.1,0.234,221,1300,6.45905,20.41,4.94,65,32.5,0.1444
6.4,0.27,0.19,2,0.084,21,191,0.99516,3.49,0.63,9.6,4,white,40.96,1.728,1.216,12.8,0.5376,134.4,1222.4,6.369024,22.336,4.032,61.44,25.6,0.0729
11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,7,red,134.56,3.712,6.38,32.48,0.9396,406,777.2,11.60232,38.512,10.672,125.28,81.2,0.1024
6.6,0.16,0.25,9.8,0.049,59.5,137,0.995,3.16,0.38,10,6,white,43.56,1.056,1.65,64.68,0.3234,392.7,904.2,6.567,20.856,2.508,66,39.6,0.0256
6.7,0.54,0.28,5.4,0.06,21,105,0.9949,3.27,0.37,9,5,white,44.89,3.618,1.876,36.18,0.402,140.7,703.5,6.66583,21.909,2.479,60.3,33.5,0.2916
7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,5,red,49,3.5,0.98,12.6,0.546,70,161,6.97452,24.71,4.27,72.8,35,0.25
5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,5,red,31.36,2.8,0.504,12.88,0.2744,95.2,554.4,5.56472,20.328,3.528,72.8,28,0.25
8,0.23,0.35,9.2,0.044,53,186,0.997,3.09,0.56,9.5,7,white,64,1.84,2.8,73.6,0.352,424,1488,7.976,24.72,4.48,76,56,0.0529
7.4,0.66,0,1.8,0.075,13,40,0.9978,3.51,0.56,9.4,5,red,54.76,4.884,0,13.32,0.555,96.2,296,7.38372,25.974,4.144,69.56,37,0.4356
7.4,0.26,0.37,9.4,0.047,42,147,0.9982,3.46,0.72,10,5,white,54.76,1.924,2.738,69.56,0.3478,310.8,1087.8,7.38668,25.604,5.328,74,37,0.0676
7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5,5,white,60.84,1.794,2.184,37.05,0.3276,351,1294.8,7.74384,23.088,3.12,89.7,39,0.0529
9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,5,red,86.49,4.464,2.697,19.53,1.1811,55.8,148.8,9.27024,29.946,6.696,104.16,46.5,0.2304
5.6,0.19,0.47,4.5,0.03,19,112,0.9922,3.56,0.45,11.2,6,white,31.36,1.064,2.632,25.2,0.168,106.4,627.2,5.55632,19.936,2.52,62.72,33.6,0.0361
6.4,0.15,0.4,1.3,0.053,61,146,0.99112,3.17,0.68,11,6,white,40.96,0.96,2.56,8.32,0.3392,390.4,934.4,6.343168,20.288,4.352,70.4,38.4,0.0225
10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,6,red,106.09,4.429,4.532,24.72,2.2042,51.5,123.6,10.29382,32.857,6.489,97.85,61.8,0.1849
9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,5,red,82.81,3.094,3.822,16.38,0.5278,81.9,163.8,9.044672,28.938,5.005,103.74,45.5,0.1156
6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,6,red,39.69,6.174,0.063,12.6,0.3591,94.5,207.9,6.267744,22.68,2.898,70.56,37.8,0.9604
5.9,0.2,0.28,1,0.043,45,100,0.99033,3.4,0.41,11.4,6,white,34.81,1.18,1.652,5.9,0.2537,265.5,590,5.842947,20.06,2.419,67.26,35.4,0.04
4.7,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.5,5,white,22.09,1.5745,0.658,6.11,0.1692,324.3,789.6,4.662964,16.309,2.162,49.35,23.5,0.112225
7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5,7,white,53.29,0.949,2.263,16.79,0.3942,160.6,759.2,7.24452,23.652,6.716,83.95,51.1,0.0169
5.9,0.65,0.23,5,0.035,20,128,0.99016,3.46,0.48,12.8,6,white,34.81,3.835,1.357,29.5,0.2065,118,755.2,5.841944,20.414,2.832,75.52,35.4,0.4225
8.1,0.56,0.28,1.7,0.368,16,56,0.9968,3.11,1.28,9.3,5,red,65.61,4.536,2.268,13.77,2.9808,129.6,453.6,8.07408,25.191,10.368,75.33,40.5,0.3136
11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,6,red,132.25,3.565,5.865,25.3,0.9085,161,322,11.4793,34.845,10.695,112.7,69,0.0961
6,0.32,0.32,4.8,0.041,40,186,0.99235,3.22,0.54,11,6,white,36,1.92,1.92,28.8,0.246,240,1116,5.9541,19.32,3.24,66,36,0.1024
6.3,0.19,0.28,1.8,0.022,28,158,0.9907,3.2,0.64,11.4,6,white,39.69,1.197,1.764,11.34,0.1386,176.4,995.4,6.24141,20.16,4.032,71.82,37.8,0.0361
6.2,0.28,0.41,5,0.043,50,188,0.99318,3.23,0.64,10.8,6,white,38.44,1.736,2.542,31,0.2666,310,1165.6,6.157716,20.026,3.968,66.96,37.2,0.0784
7.1,0.55,0.13,1.7,0.073,21,165,0.994,2.97,0.58,9.2,6,white,50.41,3.905,0.923,12.07,0.5183,149.1,1171.5,7.0574,21.087,4.118,65.32,42.6,0.3025
9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7,red,84.64,3.772,4.6,23,0.506,110.4,230,9.15584,30.728,7.268,122.36,64.4,0.1681
6.3,0.33,0.2,5.8,0.04,24,144,0.99425,3.15,0.63,9.9,5,white,39.69,2.079,1.26,36.54,0.252,151.2,907.2,6.263775,19.845,3.969,62.37,31.5,0.1089
5.6,0.245,0.25,9.7,0.032,12,68,0.994,3.31,0.34,10.5,5,white,31.36,1.372,1.4,54.32,0.1792,67.2,380.8,5.5664,18.536,1.904,58.8,28,0.060025
6.8,0.24,0.34,5.1,0.038,31,99,0.9921,3.24,0.46,11.8,6,white,46.24,1.632,2.312,34.68,0.2584,210.8,673.2,6.74628,22.032,3.128,80.24,40.8,0.0576
8.3,0.33,0.43,9.2,0.046,22,126,0.9982,3.38,0.47,9.3,5,white,68.89,2.739,3.569,76.36,0.3818,182.6,1045.8,8.28506,28.054,3.901,77.19,41.5,0.1089
6.7,0.18,0.24,10.3,0.057,64,185,0.99519,3.12,0.5,10.6,6,white,44.89,1.206,1.608,69.01,0.3819,428.8,1239.5,6.667773,20.904,3.35,71.02,40.2,0.0324
6.5,0.26,0.34,16.3,0.051,56,197,1.0004,3.49,0.42,9.8,5,white,42.25,1.69,2.21,105.95,0.3315,364,1280.5,6.5026,22.685,2.73,63.7,32.5,0.0676
6.9,0.58,0.58,8.2,0.032,29,169,0.99275,3.28,0.44,12.2,6,white,47.61,4.002,4.002,56.58,0.2208,200.1,1166.1,6.849975,22.632,3.036,84.18,41.4,0.3364
6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6,white,44.89,1.608,2.144,60.3,0.1541,134,730.3,6.650554,22.378,2.345,84.42,40.2,0.0576
4.7,0.785,0,3.4,0.036,23,134,0.98981,3.53,0.92,13.8,6,white,22.09,3.6895,0,15.98,0.1692,108.1,629.8,4.652107,16.591,4.324,64.86,28.2,0.616225
6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9,6,white,39.69,2.016,1.638,75.6,0.3087,396.9,1071,6.27543,19.782,3.465,62.37,37.8,0.1024
6.6,0.31,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10,5,white,43.56,2.046,0.462,9.9,0.2178,363,950.4,6.547728,20.856,2.772,66,33,0.0961
7.1,0.15,0.34,1,0.033,27,73,0.98974,3.24,0.41,12.2,6,white,50.41,1.065,2.414,7.1,0.2343,191.7,518.3,7.027154,23.004,2.911,86.62,42.6,0.0225
6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,6,white,46.24,1.7,2.584,55.08,0.3128,163.2,1054,6.77008,22.644,4.012,69.36,40.8,0.0625
7.9,0.6,0.06,1.6,0.069,15,59,0.9964,3.3,0.46,9.4,5,red,62.41,4.74,0.474,12.64,0.5451,118.5,466.1,7.87156,26.07,3.634,74.26,39.5,0.36
6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,4,red,47.61,7.521,0.414,14.49,0.4209,82.8,213.9,6.86412,24.219,2.967,78.66,27.6,1.1881
6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,6,white,39.69,1.26,1.638,80.01,0.2898,378,900.9,6.270138,20.538,2.205,68.04,37.8,0.04
6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,7,white,42.25,2.47,1.69,33.8,0.273,214.5,728,6.439355,19.89,3.25,79.95,45.5,0.1444
4.4,0.32,0.39,4.3,0.03,31,127,0.98904,3.46,0.36,12.8,8,white,19.36,1.408,1.716,18.92,0.132,136.4,558.8,4.351776,15.224,1.584,56.32,35.2,0.1024
7,0.975,0.04,2,0.087,12,67,0.99565,3.35,0.6,9.4,4,red,49,6.825,0.28,14,0.609,84,469,6.96955,23.45,4.2,65.8,28,0.950625
7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,5,red,51.84,4.392,0.576,28.8,0.5904,187.2,777.6,7.174152,23.4,3.672,67.68,36,0.3721
7.9,0.14,0.74,1.2,0.028,30,165,0.991,3.08,0.82,12.3,6,white,62.41,1.106,5.846,9.48,0.2212,237,1303.5,7.8289,24.332,6.478,97.17,47.4,0.0196
7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,6,red,49,4.06,1.96,33.6,0.595,84,483,6.97431,23.24,4.9,77,42,0.3364
8,0.32,0.26,1.2,0.05,11.5,88,0.9946,3.24,0.37,9.5,4,white,64,2.56,2.08,9.6,0.4,92,704,7.9568,25.92,2.96,76,32,0.1024
8.2,0.23,0.42,1.9,0.069,9,17,0.99376,3.21,0.54,12.3,6,red,67.24,1.886,3.444,15.58,0.5658,73.8,139.4,8.148832,26.322,4.428,100.86,49.2,0.0529
6.5,0.19,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8,7,white,42.25,1.235,2.08,9.1,0.26,201.5,858,6.4493,21.84,3.51,70.2,45.5,0.0361
7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9,6,white,60.84,2.028,2.106,14.82,0.3978,405.6,1521,7.74384,25.194,3.9,85.02,46.8,0.0676
6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.75,6,white,36,1.44,2.46,7.8,0.216,252,708,5.94108,18.24,3.84,70.5,36,0.0576
7,0.22,0.32,1.6,0.045,40,120,0.9914,2.98,0.44,10.5,6,white,49,1.54,2.24,11.2,0.315,280,840,6.9398,20.86,3.08,73.5,42,0.0484
7.1,0.63,0.06,2,0.083,8,29,0.99855,3.67,0.73,9.6,5,red,50.41,4.473,0.426,14.2,0.5893,56.8,205.9,7.089705,26.057,5.183,68.16,35.5,0.3969
6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,7,white,37.21,1.464,1.586,10.37,0.2013,372.1,817.4,6.04083,19.459,4.941,72.59,42.7,0.0576
6.9,0.23,0.24,14.2,0.053,19,94,0.9982,3.17,0.5,9.6,5,white,47.61,1.587,1.656,97.98,0.3657,131.1,648.6,6.88758,21.873,3.45,66.24,34.5,0.0529
6.2,0.21,0.38,6.8,0.036,64,245,0.9951,3.06,0.36,9.3,6,white,38.44,1.302,2.356,42.16,0.2232,396.8,1519,6.16962,18.972,2.232,57.66,37.2,0.0441
6.8,0.22,0.32,5.9,0.054,40,152,0.9938,3.2,0.57,10.8,6,white,46.24,1.496,2.176,40.12,0.3672,272,1033.6,6.75784,21.76,3.876,73.44,40.8,0.0484
6.8,0.34,0.44,6.6,0.052,28,156,0.9955,3.14,0.41,9.6,5,white,46.24,2.312,2.992,44.88,0.3536,190.4,1060.8,6.7694,21.352,2.788,65.28,34,0.1156
7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10,5,red,51.84,4.176,0.216,16.56,0.5544,50.4,201.6,7.168896,24.12,3.744,72,36,0.3364
8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,6,red,79.21,7.476,3.026,12.46,0.445,35.6,89,8.860306,27.768,4.272,80.99,53.4,0.7056
8.2,0.52,0.34,1.2,0.042,18,167,0.99366,3.24,0.39,10.6,5,white,67.24,4.264,2.788,9.84,0.3444,147.6,1369.4,8.148012,26.568,3.198,86.92,41,0.2704
5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,7,red,26.01,2.142,0,9.18,0.2244,91.8,448.8,5.057007,18.768,3.723,69.36,35.7,0.1764
6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,5,white,37.21,1.708,1.952,15.25,0.2562,140.3,1332.85,6.06035,19.947,3.66,59.78,30.5,0.0784
6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,7,white,46.24,1.428,1.768,79.56,0.2584,414.8,1033.6,6.767564,20.536,3.808,71.4,47.6,0.0441
7.2,0.15,0.38,1.2,0.038,18,110,0.9917,3.19,0.43,11.1,6,white,51.84,1.08,2.736,8.64,0.2736,129.6,792,7.14024,22.968,3.096,79.92,43.2,0.0225
5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6,white,32.49,1.14,1.368,78.66,0.2679,250.8,638.4,5.690709,16.929,3.762,50.16,34.2,0.04
6.3,0.57,0.28,2.1,0.048,13,49,0.99374,3.41,0.6,12.8,5,red,39.69,3.591,1.764,13.23,0.3024,81.9,308.7,6.260562,21.483,3.78,80.64,31.5,0.3249
7.1,0.31,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9,6,white,50.41,2.201,2.698,8.52,0.2556,71,880.4,7.04604,22.294,3.124,70.29,42.6,0.0961
